6232305689094503158,1,бассейнеры приготовится 15 леток; дизайн — Papillet Lacettik,1,2013-07-15 05:21:47,2013-07-15,62,1155882151,229,254803592439809871,0,44,5,http://irr.ru/index.php?showalbum/login=anketka.ru/google.adwolf.ru%2Fproduct,http://state=19945206/foto-4/login-miles.aspx?sort=header%2Fwww.tienskaia-moda,0,10813,952,9500,520,1087,938,37,15,7,700,0,0,22,D�,1,1,0,0,,,978703,-1,0,,0,0,1095,590,135,2013-07-15 18:17:07,4,1,16561,0,windows,1601,0,0,0,5369508687912971180,,817055938,0,0,0,0,0,5,2013-07-14 22:30:34,31,1,3,89,39,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,1444,1,0,0,,0,,NH,0,,,,,,,,,,,0,-399032618946665372,-907882652709667088,0
7525494654738884638,1,бассейнеры при бесплатные,1,2013-07-15 05:21:52,2013-07-15,62,1155882151,229,254803592439809871,0,44,5,http://irr.ru/index.php?showalbum/login=anketka.ru/google.adwolf.ru%2Fplatia-s-korotki,http://state=19945206/foto-4/login-miles.aspx?sort=header%2Fwww.tienskaia-moda,0,10813,952,9500,520,1087,938,37,15,7,700,0,0,22,D�,1,1,0,0,,,978703,-1,0,,0,0,1095,590,135,2013-07-15 18:17:12,4,1,16561,0,windows,1601,0,0,0,5369508687912971180,,544142926,0,0,0,0,0,5,2013-07-14 22:30:39,31,1,3,89,39,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,648,7,0,0,,0,,NH,0,,,,,,,,,,,0,-399032618946665372,-5221409389013412928,0
8489883812300536311,1,Приморск - IRR.ru,1,2013-07-15 05:38:04,2013-07-15,62,1438859943,169,323135847479287746,0,44,2,http://irr.ru/index.php?showalbum/login-znanny/car/sterh4.adriver.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=9605.html?1=1&cid=70994/page,,0,0,0,9500,520,1368,554,37,15,7,700,0,0,10,nA,1,1,0,0,,,596990,0,0,,0,0,1798,555,243,2013-07-14 20:50:30,0,0,0,0,windows,1601,0,0,0,7052921009634914918,,752613774,0,0,0,0,0,5,2013-07-15 09:51:08,0,1,0,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,-4966051422171017017,0
8255258586059658613,1,Приморск - IRR.ru,1,2013-07-15 06:17:12,2013-07-15,62,1438859943,169,323135847479287746,0,44,2,http://irr.ru/index.php?showalbum/login-znanny/car/sterh4.adriver.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=9605.html?1=1&cid=70994/page,,0,0,0,9500,520,1368,554,37,15,7,700,0,0,10,nA,1,1,0,0,,,596990,0,0,,0,0,1798,555,243,2013-07-14 21:55:43,0,0,0,0,windows,1601,0,0,0,7052921009634914918,,936741498,0,0,0,0,0,5,2013-07-15 10:35:02,0,1,0,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,-4966051422171017017,0
8434385557074185663,1,Приморск - IRR.ru,1,2013-07-15 14:06:27,2013-07-15,62,1143389206,10483,340634745528635910,0,44,5,"http://irr.ru/index.php?showalbum/logical-dressa.ru/krk/platia-v-product_price=459&pt=b&pd=6&pw=2&pvno=2&evlg=VC,2;VL,101584103153&op_produkty%2F&ti=Брюки, cредный с прием детям&where=all&film/4689594,95217892096295&op_product_brands[]=google.ru/almaty.net/6146&state=2014&he=768&wi=1280&lo=http://rglasie.com/iframe/iframe_right and gettova.ru/GameMain.aspx?sort=daewoo-26/ifgmap-1/content/1-komn-kvartikah1.html?1",http://state=19945206/foto-4/login-larirov.ru/yandex.ru/yandex.ru/advert/kavanga_728x90.html&lr=2&text=geronics-tech.net/ero/page/o0kann0T1UdLdJsTI0jOQmsK_rfn_____AWCE_eiFoB2QAQKgAeYrfdA&sig2=f194-i-7-8-021-recept-Borusskaya-obl.irr.ru/prograd/?u_id=1955454&lr=10347&text=pavlovskiy,0,10813,952,9500,520,1996,1781,37,15,7,700,0,0,22,D�,1,1,0,0,,,2640602,-1,0,,0,0,1261,972,243,2013-07-15 10:14:39,4,1,16561,0,windows,1601,0,0,0,0,http%25253Dad.adriver.ru/chev/view=%D0%BB%D0%BF%D0%B0%D0%BB%D0%BD%20%D0%BC%D0%BA%D0%B5%D0%BD%D1%82%D1%83%D1%8C%D1%81%D0%B5%D0%BF%D0%BC%20%D1%82%D0%BE%D0%B1%D0%BD%D0%BC%D0%B5%D1%81%D0%B8%D0%BB%D1%82%D1%80%D0%91%D0%BE%D0%BE%203&where=all&filmId=SEjtk3E&where=all&filmId=0nbspv-djujmax-32-gorod.irr.ru/poi/%D0%BA%D1%82%D0%B0%D1%82%D0%B2%20%D0%B8%D1%8B%D0%BC%D0%92%D0%BE%D1%83%D0,582359564,0,0,0,0,0,5,2013-07-15 07:24:39,31,1,2,70,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,6164,291,0,0,,0,,NH,0,,,,,,,,,,,0,7043263344950958324,1786715233639089726,0
5500356849062175711,1,бассе» — Крыму - рецепт,1,2013-07-15 16:15:07,2013-07-15,62,1885824428,229,491102610417665092,0,44,5,http://irr.ru/index.php?showalbum/login-google.com/c/346554808005O19/220/8/6/men.aspx?sortKey]=date=0&vip,http://state=19945206/foto-4/login-made-business/country_id=528000 до 50/currency=1&source=web&cd=4&order,0,10813,952,9500,520,1996,1781,37,15,7,700,0,0,31,D�,1,1,0,0,,,258596,-1,0,,0,0,1261,805,135,2013-07-14 20:56:01,0,0,0,0,windows,1601,0,0,0,7667553239226106541,,81112602,0,0,0,0,0,5,2013-07-15 15:03:22,31,2,2,33,34,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,6235,439,92,0,,0,,NH,0,,,,,,,,,,,0,-7097274387059840899,4563870908666466288,0
5856761623345613087,1,Приморск - IRR.ru,1,2013-07-14 20:03:13,2013-07-15,62,1662956071,33,737388493531663261,0,44,5,"http://irr.ru/index.php?showalbum/login-maris?sle=1297/?itemsg/d78072,95742.122918/hormor.kiev.ua/all/resident%2F5.0 (company/calculate.google.ru/search=1&target_0=yestered/main/news.ru/forum/top/resident%2F537.36 (KHTML, like Gecko) Chrome%2F27.0.1453.116 Safari%2F&sr=http://afisha.mail/16979/detail.ru/1.5199f9/bd54a6acf5-863323167&op_category_id=9640891%26ad%3D839322%26width%3D278885%26bid%3D2788840&pvno=2&evlg=VC,1;VL,541;IC,192356435/women.aspx#locale=ru&cE=trudnyj",http://state=19945206/foto-4/login-2006/makumiroshoowbiz/photo4533&order,0,10813,952,9500,520,1368,554,37,15,7,700,0,0,22,D�,1,1,0,0,,,1781923,-1,0,,0,0,1035,987,135,2013-07-15 08:20:23,4,1,16561,0,windows,1601,0,0,0,9123146090114127052,http%25253Dad.adriver.ru/chev/view/%D0%B5%20-%20bonprix.ru/search?text=%D1%8C%D0%B8%D0%BB%D0%BC%D0%BB%D1%8C%D0%B0%D0%BD%D0%B8%D1%82%D0%BC%20%D1%83%D1%81%D1%88%D0%B9%D0%BC%D0%BD%20%D1%83%D0%B0%D0%B8&where=all&filmId=4&sq=%25&submit_btn=%D0%B0%D0%B0%D1%80%D0%94%D0%B5%D1%80%D0%B5%D0%BE%20%D0%BE%D1%80%D0%BE%D0%9F%D0%B3%D0%B8%D0%B5%D0%BD%D1%80%D1%80%D1%82%D0%BB%D0%BD%D0%9A%D1%8B%D1%80%D0%BA%D0%9C%D0%BE%D0%BB%D0%BD%D0%B8%D0%B8%D0%B0%D1%8B%D0,300338745,0,0,0,0,0,5,2013-07-15 02:49:26,31,1,2,0,9,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,621,1,0,0,,0,,NH,0,,,,,,,,,,,0,2679795232796104122,-5495771028051340248,0
7685648394301400768,1,Мои кампании в магазин,1,2013-07-14 20:18:55,2013-07-15,62,1700560340,229,973901199298668253,0,2,5,http://svetlants/4369363/26/3/page_type=canalog285_1.html#msg12912219/page.googleBR,http://state=19945206/foto-4/login-2006/makumirostova.ru/GameMain.aspx?letter=Newsling_me_my_value_many,0,10813,952,0,216,1638,1658,37,15,13,800,0,0,31,D�,1,1,0,0,,,2164656,5,0,,0,0,1654,936,135,2013-07-15 16:51:53,0,0,0,0,windows,1601,1,0,0,8956753423705230965,,414668497,0,0,0,1,0,5,2013-07-14 20:54:35,31,1,0,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,3900,17,0,0,,0,,NH,0,,,,,,,,,,,0,-1743817035504669092,6171603152480032341,0
4649371611520026744,1,Мои кампании в магазин,1,2013-07-14 20:19:01,2013-07-15,62,1700560340,229,973901199298668253,0,2,5,http://svetlants/4369363/26/3/page_type=canalog285_1.html#msg12912219/page.googleBR,http://state=19945206/foto-4/login-2006/makumirostova.ru/GameMain.aspx?letter=Newsling_me_my_value_many,0,10813,952,0,216,1638,1658,37,15,13,800,0,0,31,D�,1,1,0,0,,,2164656,5,0,,0,0,1654,936,135,2013-07-15 16:51:58,0,0,0,0,windows,1601,1,0,0,8956753423705230965,,414668497,0,0,0,1,0,5,2013-07-14 20:54:41,31,1,0,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,3900,17,0,0,,0,,NH,0,,,,,,,,,,,0,-1743817035504669092,6171603152480032341,0
7121853442383447326,0,Теплоску на,1,2013-07-14 22:11:22,2013-07-15,62,1983786426,211,715003537659978536,0,44,3,http://irr.ru/index.php?showalbum/login-jekrjuch_21_21019463#nav_state.google.ru/start=235431964&num=s57140736132382108416,http://state=19945206/foto-4/login-dress/sell/retail.ru/yandex.php/board/search,1,10813,952,9500,520,1996,1781,23,15,7,700,0,0,17,D�,1,1,0,0,,,2917201,-1,0,,0,0,1261,921,135,2013-07-15 09:01:50,4,1,31337,0,windows,1601,0,0,0,8341779966257745210,,218397903,0,0,0,0,0,5,2013-07-15 03:12:21,0,0,0,0,0,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,388,24,0,0,,0,,NH,0,,,,,,,,,,,0,-377756471121369433,3892450405813824794,0
5713826993848947331,0,Теплоску на,1,2013-07-14 22:11:34,2013-07-15,62,1983786426,211,715003537659978536,0,44,3,http://irr.ru/index.php?showalbum/login-jekrjuch_21_21019463#nav_state.google.ru/start=235431964&num=s57140736132382108416,http://state=19945206/foto-4/login-dress/sell/retail.ru/yandex.php/board/search,0,10813,952,9500,520,1996,1781,23,15,7,700,0,0,17,D�,1,1,0,0,,,2917201,-1,0,,0,0,1261,921,135,2013-07-15 09:02:04,4,1,31337,0,windows,1601,0,0,0,8341779966257745210,,511610880,0,0,0,0,0,5,2013-07-15 03:12:36,0,0,0,0,0,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,283,5,0,0,,0,,NH,0,,,,,,,,,,,0,-377756471121369433,3892450405813824794,0
8003052993042102940,1,Бесплатные щенки | SexWife: Женщинам соусе сериаловарях — Яндекс,1,2013-07-15 00:13:18,2013-07-15,62,-359815480,51,916486512165028261,0,44,5,http://irr.ru/index.php?showalbum/login-google-Video.yandex.ru%26bid%3DB6vy2H0Cw&where=all&filmId=bM8gE&where=all&film/87961/#messa.ru/services/catalog/filmId=DrREgDfZUXI&where=all&filmId=GxFApZ8Ds3M&where=all&film/5469824454&state=0&modelie-dlia-zhienshchin-kitt.ru/Web/pregnance,http://state=19945206/foto-4/login.15/sochi_strovskaya-v-fNFQhVv4ovP9t4VXDFUbengalskiy-krasnoyarsk,0,10813,952,9500,520,1828,1126,37,15,7,700,0,0,22,D�,1,1,0,0,,,3119087,-1,0,,0,0,1240,945,433,2013-07-15 00:04:46,0,0,0,0,windows,1601,0,0,0,6101532238891236548,http%25253Dad.adriver.ru/chev/view=&yn=1&bc=3&ct=1&pr=356363939322%25253D%2526bn%253D1216629/0/index.ua/search?text=%D0%B9%D0%B5%D1%82%D0%B5%D0%95%D0%BA%D0%BD%D1%82%D0%B2%D0%BE%2010482_4242569587%5D%5Bfrom%5D=&int%5B83%5D%5Bto%5D=180509294%2C948591/?Search?text=%D0%B2%20%D0%94%D0%BB%D0%B4%D1%82%D1%81,250624026,0,0,0,0,0,5,2013-07-15 13:46:29,31,1,3,15501,23,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,3120,2,0,0,,0,,NH,0,,,,,,,,,,,0,3370517422928504708,-6940716476420284507,0
8843530943908800855,1,Приморск - IRR.ru,1,2013-07-15 11:25:23,2013-07-15,62,1213036632,229,620031588702667759,0,44,3,http://irr.ru/index.php?showalbum/login-narod.irr.ru/hoodorov.irr.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=10&lo=http://video.yandex.ru,http://state=19945206/foto-4/login-2006/makumiroshoowbiz/down%2Fholodilnik.ru/7614007872,0,10813,952,9500,520,1368,554,23,15,7,700,0,0,17,D�,1,1,0,0,,,3586481,-1,0,,0,0,1750,617,135,2013-07-15 04:05:42,4,1,31337,0,windows,1601,0,0,0,5760088553903738312,,56002163,0,0,0,0,0,5,2013-07-15 12:28:00,28,1,3,14652,0,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,878,13,3,0,,0,,NH,0,,,,,,,,,,,0,8128653496890987614,-8925798116278552761,0
6150514401417946453,1,бассейнеры приглашение песня,1,2013-07-15 11:27:32,2013-07-15,62,2099106724,58,547696022442023472,0,44,5,http://irr.ru/index.php?showalbum/login-hellgoogle_ellie_golf-clubs.yandex.ru/cinema&page=30&clients/7412895.html,http://state=19945206/foto-4/login-2006/makum,0,10813,952,9500,520,1750,938,37,15,13,800,0,0,31,D�,1,1,0,0,,,2201000,-1,0,,0,0,1115,872,135,2013-07-15 15:53:56,0,0,0,0,windows,1601,0,0,0,5012044130815978803,,480137854,0,0,0,0,0,5,2013-07-15 15:06:21,31,1,2,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,987,1,0,0,,0,,NH,0,,,,,,,,,,,0,-3585123481659321583,122288805821487197,0
4997414107743599526,1,бассейнеры приталии Тракасия в Москве,1,2013-07-15 11:29:56,2013-07-15,62,2099106724,58,547696022442023472,0,44,5,http://irr.ru/index.php?showalbum/login-hellgoogle_ellie_golf-clubs.yandex.html_param=0&door=0&city=1&gearbox=0&type%3D0%26ad,http://state=19945206/foto-4/login-2006/makum,0,10813,952,9500,520,1750,938,37,15,13,800,0,0,31,D�,1,1,0,0,,,2201000,-1,0,,0,0,1115,872,135,2013-07-15 15:56:36,0,0,0,0,windows,1601,0,0,0,5012044130815978803,,806099367,0,0,0,0,0,5,2013-07-15 15:08:29,31,1,2,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,1864,2,0,0,,0,,NH,0,,,,,,,,,,,0,-3585123481659321583,-2125079094064702804,0
5268405524487964542,1,бассейнеры приглашение песня,1,2013-07-15 11:31:35,2013-07-15,62,2099106724,58,547696022442023472,0,44,5,http://irr.ru/index.php?showalbum/login-hellgoogle_ellie_golf-clubs.yandex.ru/cinema&page=30&clients/7412895.html,http://state=19945206/foto-4/login-2006/makum,0,10813,952,9500,520,1750,938,37,15,13,800,0,0,31,D�,1,1,0,0,,,2201000,-1,0,,0,0,1115,872,135,2013-07-15 15:58:13,0,0,0,0,windows,1601,0,0,0,5012044130815978803,,607988768,0,0,0,0,0,5,2013-07-15 15:09:43,31,1,2,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,933,2,0,0,,0,,NH,0,,,,,,,,,,,0,-3585123481659321583,122288805821487197,0
6556965995079484770,1,"бассе» › MR7.ru#photoedro. Цвет синий. Есть или б/у, цвет черные",1,2013-07-14 21:51:03,2013-07-15,62,1607652597,229,1548560678646906842,0,44,3,http://irr.ru/index.php?showalbum/login-siezona-prinimu-na-brietielkakh-2%2F%2Fwwwww.googleuser=lera-polnija/3464128192/1/?cat=0&auth=0&user/63898.jpg.html?items_perryjpottelfoto.kurortmag.ru/search?text=windroid,http://state=19945206/foto-4/login-marka=89&model=0&s_yers=200&brandsearch?filmId=6i05206/1.html?1=1&cid=577&oki=1&option=base.ru/combarovskaya-obl/talker-pub-46e9-400d22adf2976&text=биопаты&sll=10641_blank,0,10813,952,9500,520,1750,938,23,15,7,700,0,0,17,D�,1,1,0,0,,,3994967,-1,0,,0,0,1115,970,135,2013-07-14 22:50:43,0,0,0,0,windows,1601,0,0,0,8608490788370705490,,42603055,0,0,0,0,0,5,2013-07-14 23:11:45,0,0,0,0,0,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,1455,59,181,0,,0,,NH,0,,,,,,,,,,,0,525137449274760863,549315316365573634,0
7479252699879231651,1,бассе» (The One - Для секса,1,2013-07-15 04:03:33,2013-07-15,62,899781961,2,1234217699261665693,0,44,5,http://irr.ru/index.php?showalbum/logiya-1410916%2F&sr=http:%2F%2Fwww.googleb,http://state=19945206/foto-4/login-m2lkDSm0REGAg==&output=html,0,10813,952,9500,520,1638,1658,37,15,13,800,0,0,31,D�,1,1,0,0,,,1506221,-1,0,,0,0,1509,966,135,2013-07-14 22:43:55,4,1,31337,0,windows,1601,0,0,0,4897192860709972207,,293715072,0,0,0,0,0,5,2013-07-14 20:34:49,31,1,3,8310,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,11697,1664,355,0,,0,,NH,0,,,,,,,,,,,0,-6657585384974414565,3843639856118212069,0
7055238467566355527,1,бассе» (The One - Для секса,1,2013-07-15 04:08:23,2013-07-15,62,899781961,2,1234217699261665693,0,44,5,http://irr.ru/index.php?showalbum/logiya-1410916%2F&sr=http:%2F%2Fwww.googleb,http://state=19945206/foto-4/login-ment/trashbox.ru/catalog,0,10813,952,9500,520,1638,1658,37,15,13,800,0,0,31,D�,1,1,0,0,,,1506221,-1,0,,0,0,1509,966,135,2013-07-14 22:50:14,4,1,31337,0,windows,1601,0,0,0,4897192860709972207,,238120244,0,0,0,0,0,5,2013-07-14 20:40:52,31,1,3,8310,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,13137,1395,279,0,,0,,NH,0,,,,,,,,,,,0,2148308736524304002,3843639856118212069,0
5861613407386029645,1,бассейнов продам комнатные,1,2013-07-15 06:51:52,2013-07-15,62,1836002792,34,1570043801040207687,0,44,3,http://irr.ru/index.php?showalbum/login-google.ru/musicnovennauymazy/cert/logisteredProdam,http://state=19945206/foto-4/login-2006/makum,0,10813,952,9500,520,1030,860,23,15,7,700,0,0,17,D�,1,1,0,0,,,4003787,-1,0,,0,0,1381,814,433,2013-07-14 20:39:51,0,0,0,0,windows,1601,0,0,0,8107740794502339220,,358503967,0,0,0,0,0,5,2013-07-15 01:31:06,31,1,3,60,11,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,909,95,0,0,,0,,NH,0,,,,,,,,,,,0,-3585123481659321583,-5854212265061141980,0
7392691419236409890,1,"бассейнеры прист Блюдать квартины манская обл., 2-комнатная, 1.9 л, Смотреть",1,2013-07-15 06:55:25,2013-07-15,62,1836002792,34,1570043801040207687,0,44,3,http://irr.ru/index.php?showalbum/login-google.ru/musicnovennaushnieies-advert273381,http://state=19945206/foto-4/login-2006/makum,0,10813,952,9500,520,1030,860,23,15,7,700,0,0,17,D�,1,1,0,0,,,4003787,-1,0,,0,0,1381,814,433,2013-07-14 20:43:47,0,0,0,0,windows,1601,0,0,0,8107740794502339220,,772160299,0,0,0,0,0,5,2013-07-15 01:33:31,31,1,3,60,11,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,790,87,0,0,,0,,NH,0,,,,,,,,,,,0,-3585123481659321583,6893216060068003024,0
5690431648036412918,1,"OWAProfessign), продать",1,2013-07-15 12:48:28,2013-07-15,62,1746559582,2,1733027813676201058,0,98,3,http://irr.ru/index.php?showalbum/login-google&kind=AN4Oim7,http://state=19945206/foto-4/login-lenulya-advert/kavanga_728x90.html?brandsearch?clid=1923017&lr=35&text=майнкрафт,0,10813,952,9500,520,1750,938,23,15,7,700,0,0,17,D�,1,1,0,0,,,3992440,-1,0,,0,0,1644,888,135,2013-07-15 03:27:09,4,1,15738,0,windows,1601,0,0,0,6818882090429687796,,869467978,0,0,0,0,0,5,2013-07-15 15:45:43,31,1,2,70,234,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,1889,92,1,0,,0,,NH,0,,,,,,,,,,,0,-6185211924719576804,5172974085453589132,0
5087599885328720852,1,Приморск - IRR.ru,1,2013-07-15 13:32:24,2013-07-15,62,1132150430,229,1765396021718122696,0,68,5,http://irr.ru/index.php?showalbum/login-510627/bodystyle=0&driver.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=1059/detail/Trebuet-gorod.irr,http://state=19945206/foto-4/login-2006/makumiroshoowbiz/down%2Fholodilnik.ru/7650/newsru,0,10813,952,9500,520,1750,938,23,15,7,700,0,0,22,D�,1,1,0,0,,,2335616,-1,0,,0,0,1763,549,135,2013-07-14 20:06:03,7,0,35139,0,windows,1601,0,0,0,6497889358391765925,,748026,0,0,0,0,0,5,2013-07-14 22:50:08,31,1,3,60,2,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,4200,126,0,0,,0,,NH,0,,,,,,,,,,,0,5089371634039592640,3938796562004196213,0
8896084869010742218,1,Приморск - IRR.ru,1,2013-07-14 22:55:36,2013-07-15,62,-2031954841,229,2200636520071736679,0,2,5,http://irr.ru/index.php?showalbum/list=0&auto_car=0&auth=0&driver.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=9000&price_ot=&price_ot=&price,http://state=19945206/foto-4/login-2006/makumiroshoowbiz/down%2Fholodilnik.ru/76568/,0,10813,952,9500,520,1638,1658,37,15,13,800,0,0,31,D�,1,1,0,0,,,4124858,-1,0,,0,0,1509,770,135,2013-07-15 11:02:07,4,1,31337,0,windows,1601,0,0,0,8935292601238307559,,113728902,0,0,0,0,0,5,2013-07-15 16:38:21,31,0,2,27,139,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,5885,4,0,0,,0,,NH,0,,,,,,,,,,,0,2257173736865703734,-6884575271718738841,0
5950135988164650830,1,Начала и Зарплатье Perform OE отзывы подской,1,2013-07-15 14:03:34,2013-07-15,62,1925143927,229,2233708011963550405,0,98,3,http://irr.ru/index.php?showalbum/login-malosolnet.ru/voskresto%2F27.0.1453.116 Safari%2F5.0 (building/page.google.ru/cars,http://state=19945206/foto-4/login-siezona-2/__42/?_h=search?text=мкап,0,10813,952,9500,520,1638,777,23,15,7,700,0,0,17,D�,1,1,0,0,,,168319,-1,0,,0,0,1921,820,135,2013-07-15 17:36:38,0,0,0,0,windows,1601,0,0,0,5364132882043303170,,574027976,0,0,0,0,0,5,2013-07-15 11:48:27,31,1,3,60,5,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,308,15,3,0,,0,,NH,0,,,,,,,,,,,0,-699249408317120285,7170149061661693491,0
6193985514452665365,0,"Брюки New Era H (Асус) 258 общая выплаток, горшечными",1,2013-07-15 19:11:43,2013-07-15,62,2095127386,2,3205616454965152970,0,44,2,http://irr.ru/index.php?showalbum/login=hold_apps.googleuse,http://state=19945206/foto-4/login-2006/makumiroshka@list?page5/?elmt=1374398/pp/1/2013%26beginsk.pulscen.ru/faq/#faq,0,10813,952,9500,520,1990,554,37,15,7,700,0,0,10,nA,1,1,0,0,,,3665494,-1,0,,0,0,1798,634,135,2013-07-15 00:18:46,4,1,31337,0,windows,1601,0,0,0,7599775459813040486,,584982492,0,0,0,0,0,5,2013-07-15 16:48:20,50,0,2,0,16,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,5393657845694915791,3059386659098108221,0
